TransAnimCode,TransCode,AnimalID,MalCode,MalDesc,SppCode_OLD,SppCode,Updated_Spp,MalNumber
PRPND009_20170612_FT01-1,PRPND009_20170612_FT01,1,ERHF,Polypodia Right Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT01-2,PRPND009_20170612_FT01,2,SWRHL,Cutaneous fusion Right Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT01-3,PRPND009_20170612_FT01,3,ERHL,Polymelia Right Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT01-4,PRPND009_20170612_FT01,4,BTLHL,Taumelia Left Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT01-5,PRPND009_20170612_FT01,5,PRHF,Hemipodia Right Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT01-6,PRPND009_20170612_FT01,6,SWRHL,Cutaneous fusion Right Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT01-7,PRPND009_20170612_FT01,7,BTLHL,Taumelia Left Hindlimbs,,BUBO,FALSE,1
PRPND009_20160711_FT01-1,PRPND009_20160711_FT01,1,SWRHL,Cutaneous fusion Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20160711_FT01-1,PRPND009_20160711_FT01,1,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20160711_FT01-1,PRPND009_20160711_FT01,1,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-10,PRPND009_20170628_FT01-,10,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-11,PRPND009_20170628_FT01-,11,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-11,PRPND009_20170628_FT01-,11,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-12,PRPND009_20170628_FT01-,12,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-12,PRPND009_20170628_FT01-,12,ERHF,Polypodia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-12,PRPND009_20170628_FT01-,12,ERHF,Polypodia Right Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-13,PRPND009_20170628_FT01-,13,SWLHL,Cutaneous fusion Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-13,PRPND009_20170628_FT01-,13,ERHF,Polypodia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-13,PRPND009_20170628_FT01-,13,ERHF,Polypodia Right Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-13,PRPND009_20170628_FT01-,13,BPRHL,Ossified projection Right Hindlimbs,,PSRE,FALSE,4
PRPND009_20170628_FT01-14,PRPND009_20170628_FT01-,14,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-14,PRPND009_20170628_FT01-,14,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-15,PRPND009_20170628_FT01-,15,SWLHL,Cutaneous fusion Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-15,PRPND009_20170628_FT01-,15,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-15,PRPND009_20170628_FT01-,15,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-16,PRPND009_20170628_FT01-,16,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-16,PRPND009_20170628_FT01-,16,RDLHL,Brachymelia Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-17,PRPND009_20170628_FT01-,17,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-18,PRPND009_20170628_FT01-,18,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-18,PRPND009_20170628_FT01-,18,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-19,PRPND009_20170628_FT01-,19,BPRHL,Ossified projection Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-2,PRPND009_20170628_FT01,2,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-20,PRPND009_20170628_FT01-,20,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-20,PRPND009_20170628_FT01-,20,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-21,PRPND009_20170628_FT01-,21,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-21,PRPND009_20170628_FT01-,21,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-21,PRPND009_20170628_FT01-,21,SWLHL,Cutaneous fusion Left Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-21,PRPND009_20170628_FT01-,21,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,4
PRPND009_20170628_FT01-22,PRPND009_20170628_FT01-,22,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-22,PRPND009_20170628_FT01-,22,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-23,PRPND009_20170628_FT01-,23,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-23,PRPND009_20170628_FT01-,23,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-24,PRPND009_20170628_FT01-,24,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-24,PRPND009_20170628_FT01-,24,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-25,PRPND009_20170628_FT01-,25,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-25,PRPND009_20170628_FT01-,25,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-26,PRPND009_20170628_FT01-,26,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-27,PRPND009_20170628_FT01-,27,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-27,PRPND009_20170628_FT01-,27,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-27,PRPND009_20170628_FT01-,27,SWRHL,Cutaneous fusion Right Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-28,PRPND009_20170628_FT01-,28,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-28,PRPND009_20170628_FT01-,28,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-29,PRPND009_20170628_FT01-,29,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-29,PRPND009_20170628_FT01-,29,BPRHL,Ossified projection Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-3,PRPND009_20170628_FT01,3,SWLHL,Cutaneous fusion Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-3,PRPND009_20170628_FT01,3,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-30,PRPND009_20170628_FT01-,30,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-30,PRPND009_20170628_FT01-,30,SWRHL,Cutaneous fusion Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-31,PRPND009_20170628_FT01-,31,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-31,PRPND009_20170628_FT01-,31,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-31,PRPND009_20170628_FT01-,31,BPRHL,Ossified projection Right Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-32,PRPND009_20170628_FT01-,32,SWLHL,Cutaneous fusion Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-32,PRPND009_20170628_FT01-,32,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-33,PRPND009_20170628_FT01-,33,SWRHL,Cutaneous fusion Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-33,PRPND009_20170628_FT01-,33,BPRHL,Ossified projection Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-34,PRPND009_20170628_FT01-,34,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-34,PRPND009_20170628_FT01-,34,,,,PSRE,FALSE,2
PRPND009_20170628_FT01-35,PRPND009_20170628_FT01-,35,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-35,PRPND009_20170628_FT01-,35,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-36,PRPND009_20170628_FT01-,36,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-36,PRPND009_20170628_FT01-,36,SWRHL,Cutaneous fusion Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-37,PRPND009_20170628_FT01-,37,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-37,PRPND009_20170628_FT01-,37,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-37,PRPND009_20170628_FT01-,37,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-38,PRPND009_20170628_FT01-,38,SWLHL,Cutaneous fusion Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-38,PRPND009_20170628_FT01-,38,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-38,PRPND009_20170628_FT01-,38,SWRHL,Cutaneous fusion Right Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-38,PRPND009_20170628_FT01-,38,ERHF,Polypodia Right Hindlimbs,,PSRE,FALSE,4
PRPND009_20170628_FT01-39,PRPND009_20170628_FT01-,39,SWLHL,Cutaneous fusion Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-4,PRPND009_20170628_FT01,4,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-4,PRPND009_20170628_FT01,4,ERHF,Polypodia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-40,PRPND009_20170628_FT01-,40,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-40,PRPND009_20170628_FT01-,40,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-40,PRPND009_20170628_FT01-,40,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-40,PRPND009_20170628_FT01-,40,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,4
PRPND009_20170628_FT01-40,PRPND009_20170628_FT01-,40,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,5
PRPND009_20170628_FT01-40,PRPND009_20170628_FT01-,40,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,6
PRPND009_20170628_FT01-41,PRPND009_20170628_FT01-,41,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-41,PRPND009_20170628_FT01-,41,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-42,PRPND009_20170628_FT01-,42,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-42,PRPND009_20170628_FT01-,42,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-42,PRPND009_20170628_FT01-,42,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-43,PRPND009_20170628_FT01-,43,MLHL,Ectromelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-43,PRPND009_20170628_FT01-,43,BPRHL,Ossified projection Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-44,PRPND009_20170628_FT01-,44,SWRHL,Cutaneous fusion Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-44,PRPND009_20170628_FT01-,44,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-45,PRPND009_20170628_FT01-,45,BPRHL,Ossified projection Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-46,PRPND009_20170628_FT01-,46,BPRHL,Ossified projection Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-46,PRPND009_20170628_FT01-,46,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-47,PRPND009_20170628_FT01-,47,BPRHL,Ossified projection Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-47,PRPND009_20170628_FT01-,47,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-47,PRPND009_20170628_FT01-,47,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-48,PRPND009_20170628_FT01-,48,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-49,PRPND009_20170628_FT01-,49,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-49,PRPND009_20170628_FT01-,49,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-49,PRPND009_20170628_FT01-,49,BTRHL,Taumelia Right Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-5,PRPND009_20170628_FT01,5,SWRHL,Cutaneous fusion Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-5,PRPND009_20170628_FT01,5,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-50,PRPND009_20170628_FT01-,50,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-51,PRPND009_20170628_FT01-,51,SWLHL,Cutaneous fusion Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-51,PRPND009_20170628_FT01-,51,SWRHL,Cutaneous fusion Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-51,PRPND009_20170628_FT01-,51,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-52,PRPND009_20170628_FT01-,52,BPRHL,Ossified projection Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-53,PRPND009_20170628_FT01-,53,SWRHL,Cutaneous fusion Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-53,PRPND009_20170628_FT01-,53,SWLHL,Cutaneous fusion Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-53,PRPND009_20170628_FT01-,53,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-54,PRPND009_20170628_FT01-,54,MLHD,Ectrodactyly Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-55,PRPND009_20170628_FT01-,55,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-55,PRPND009_20170628_FT01-,55,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-56,PRPND009_20170628_FT01-,56,ERHD,Polydactyly Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-57,PRPND009_20170628_FT01-,57,BTLHL,Taumelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-57,PRPND009_20170628_FT01-,57,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-58,PRPND009_20170628_FT01-,58,SWRHL,Cutaneous fusion Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-59,PRPND009_20170628_FT01-,59,ERHF,Polypodia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-59,PRPND009_20170628_FT01-,59,ERHD,Polydactyly Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-6,PRPND009_20170628_FT01,6,SWLHL,Cutaneous fusion Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-60,PRPND009_20170628_FT01-,60,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-60,PRPND009_20170628_FT01-,60,ELHF,Polypodia Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-60,PRPND009_20170628_FT01-,60,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-60,PRPND009_20170628_FT01-,60,MLFD,Ectrodactyly Left Forelimbs,,PSRE,FALSE,4
PRPND009_20170628_FT01-61,PRPND009_20170628_FT01-,61,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-61,PRPND009_20170628_FT01-,61,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-62,PRPND009_20170628_FT01-,62,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-62,PRPND009_20170628_FT01-,62,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-63,PRPND009_20170628_FT01-,63,SWLHL,Cutaneous fusion Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-64,PRPND009_20170628_FT01-,64,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-64,PRPND009_20170628_FT01-,64,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-64,PRPND009_20170628_FT01-,64,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-65,PRPND009_20170628_FT01-,65,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-65,PRPND009_20170628_FT01-,65,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-65,PRPND009_20170628_FT01-,65,SWLHL,Cutaneous fusion Left Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-66,PRPND009_20170628_FT01-,66,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-66,PRPND009_20170628_FT01-,66,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-67,PRPND009_20170628_FT01-,67,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-68,PRPND009_20170628_FT01-,68,ELHF,Polypodia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-69,PRPND009_20170628_FT01-,69,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-69,PRPND009_20170628_FT01-,69,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-69,PRPND009_20170628_FT01-,69,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-69,PRPND009_20170628_FT01-,69,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,4
PRPND009_20170628_FT01-69,PRPND009_20170628_FT01-,69,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,5
PRPND009_20170628_FT01-69,PRPND009_20170628_FT01-,69,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,6
PRPND009_20170628_FT01-69,PRPND009_20170628_FT01-,69,BPRHL,Ossified projection Right Hindlimbs,,PSRE,FALSE,7
PRPND009_20170628_FT01-7,PRPND009_20170628_FT01,7,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-7,PRPND009_20170628_FT01,7,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-70,PRPND009_20170628_FT01-,70,ERHF,Polypodia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-71,PRPND009_20170628_FT01-,71,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-71,PRPND009_20170628_FT01-,71,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-71,PRPND009_20170628_FT01-,71,MLHD,Ectrodactyly Left Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-71,PRPND009_20170628_FT01-,71,ERHF,Polypodia Right Hindlimbs,,PSRE,FALSE,4
PRPND009_20170628_FT01-71,PRPND009_20170628_FT01-,71,SWRHL,Cutaneous fusion Right Hindlimbs,,PSRE,FALSE,5
PRPND009_20170628_FT01-72,PRPND009_20170628_FT01-,72,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-73,PRPND009_20170628_FT01-,73,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-73,PRPND009_20170628_FT01-,73,BPRHL,Ossified projection Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-74,PRPND009_20170628_FT01-,74,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-74,PRPND009_20170628_FT01-,74,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-74,PRPND009_20170628_FT01-,74,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-75,PRPND009_20170628_FT01-,75,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-76,PRPND009_20170628_FT01-,76,BPRHL,Ossified projection Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-76,PRPND009_20170628_FT01-,76,SWRHL,Cutaneous fusion Right Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-76,PRPND009_20170628_FT01-,76,SWLHL,Cutaneous fusion Left Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-77,PRPND009_20170628_FT01-,77,SWLHL,Cutaneous fusion Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-77,PRPND009_20170628_FT01-,77,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-77,PRPND009_20170628_FT01-,77,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-78,PRPND009_20170628_FT01-,78,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-78,PRPND009_20170628_FT01-,78,RDLHF,Brachypodia Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-79,PRPND009_20170628_FT01-,79,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-79,PRPND009_20170628_FT01-,79,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,2
PRPND009_20170628_FT01-79,PRPND009_20170628_FT01-,79,BPRHL,Ossified projection Right Hindlimbs,,PSRE,FALSE,3
PRPND009_20170628_FT01-8,PRPND009_20170628_FT01,8,SWLHL,Cutaneous fusion Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-80,PRPND009_20170628_FT01-,80,ELHF,Polypodia Left Hindlimbs,,PSRE,FALSE,1
PRPND009_20170628_FT01-9,PRPND009_20170628_FT01,9,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
PRPND009_20160528_FT01-1,PRPND009_20160528_FT01,1,MLE,Anopthalmia,,BUBO,TRUE,1
PRPND009_20170612_FT01-1,PRPND009_20170612_FT01,1,BTRHL,Taumelia Right Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT01-2,PRPND009_20170612_FT01,2,BTLHL,Taumelia,,BUBO,TRUE,1
PRPND009_20170612_FT01-2,PRPND009_20170612_FT01,2,MRHL,Ectromelia Right Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT01-3,PRPND009_20170612_FT01,3,MRE,Anopthalmia,,BUBO,TRUE,1
PRPND009_20170612_FT01-3,PRPND009_20170612_FT01,3,MRHL,Ectromelia Right Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT01-4,PRPND009_20170612_FT01,4,MRHF,Apodia,,BUBO,TRUE,1
PRPND009_20170612_FT01-4,PRPND009_20170612_FT01,4,ELHL,Polymelia Left Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT01-5,PRPND009_20170612_FT01,5,ELHL,Polymelia Left Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT01-5,PRPND009_20170612_FT01,5,ELHL,Polymelia Left Hindlimbs,,BUBO,FALSE,2
PRPND009_20170612_FT01-6,PRPND009_20170612_FT01,6,SWLFL,Cutaneous fusion Left Forelimbs,,BUBO,FALSE,1
PRPND009_20170612_FT01-7,PRPND009_20170612_FT01,7,SWRHL,Cutaneous fusion Right Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT01-8,PRPND009_20170612_FT01,8,SWRHL,Cutaneous fusion Right Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT03-1,PRPND009_20170612_FT03,1,SWRFL,Cutaneous fusion Right Forelimbs,,BUBO,FALSE,1
PRPND009_20170612_FT03-11,PRPND009_20170612_FT03-,10,ERHL,Polymelia Right Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT03-11,PRPND009_20170612_FT03-,11,BTRHL,Taumelia Right Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT03-12,PRPND009_20170612_FT03-,11,SWRHL,Cutaneous fusion Right Hindlimbs,,BUBO,FALSE,2
PRPND009_20170612_FT03-12,PRPND009_20170612_FT03-,12,BPRHL,Ossified projection Right Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT03-2,PRPND009_20170612_FT03,2,SWRHL,Cutaneous fusion Right Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT03-3,PRPND009_20170612_FT03,3,SWLFL,Cutaneous fusion Left Forelimbs,,BUBO,FALSE,1
PRPND009_20170612_FT03-3,PRPND009_20170612_FT03,3,SWRHL,Cutaneous fusion Right Hindlimbs,,BUBO,FALSE,2
PRPND009_20170612_FT03-4,PRPND009_20170612_FT03,4,PLHL,Hemimelia Left Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT03-5,PRPND009_20170612_FT03,5,SWLHL,Cutaneous fusion Left Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT03-6,PRPND009_20170612_FT03,6,SWLHL,Cutaneous fusion,,BUBO,TRUE,1
PRPND009_20170612_FT03-6,PRPND009_20170612_FT03,6,MLHL,Ectromelia Left Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT03-7,PRPND009_20170612_FT03,7,SWLHL,Cutaneous fusion Left Hindlimbs,,BUBO,FALSE,1
PRPND009_20170612_FT03-8,PRPND009_20170612_FT03,8,ERHL,Polymelia Right Hindlimbs,,BUBO,FALSE,1
