AssmtCode,WaterTemp (C),Conductivity (uS/cm),TDS (g/l),Salinity,DO_Pct,DO (mg/l),pH,WaterColor,Turbidity,SecchiDepth (cm),NutrientSamples,TotalN (uMOLES/L),TotalP (uMOLES/L),WaterNotes,MeasDepth (m),DOC mg C/L,NH4+ (uEQ/L),DON (uM/L),PO4 3- (uEQ/L),IP (uM/L),DOP (uM/L),NO3-(uEQ/L),IN (uM/L)
MT-PERMP_20100726,19.80999947,248,0.178000003,0.129999995,88.40000153,8.050000191,7.739999771,,,,1,35.61000061,0.310000002,,,6.650000095,4.409999847,,,,,,
MTPND004_20090527,19.68000031,366,0.263999999,0.02,101.9000015,9.260000229,9.720000267,,33.09999847,29,1,85.00051117,2.205075026,,,14.52600002,5.120410919,79.37999725,3.220000029,1.070000052,1.129999995,0.5,5.619999886
MTPND006_20100521,14.93999958,395,0.317999989,0.239999995,58.5,5.920000076,,Clear,1.230000019,120,1,24.44000053,0.469999999,pH probe not working,,5.889999866,2.180000067,,,,,,
MTPND007_20090527,17.12000084,104,0.079999998,0.059999999,62.79999924,6.079999924,7.079999924,Green,168,11.10000038,1,27.56703949,0.805192709,,,5.578000069,3.772794962,23.27000046,1.059999943,0.349999994,0.449999988,0.519999981,4.300000191
MTPND008_20090511,20.23999977,79,0.057,0.039999999,81.30000305,7.519999981,7.400000095,milky brown,134,18,1,36.60242081,1.049267054,very turbid,,7.058467865,3.284142017,33.31999969,1.350000024,0.449999988,0.600000024,0.090000004,3.279999971
MTPND008_20090709,18.75,132,0.098999999,0.07,116.5,10.97000027,9.850000381,,24.70000076,37,1,61.27767181,1.962936997,,,10.7869997,5.859498978,55.02000046,1.549999952,0.519999981,1.450000048,0.400000006,6.260000229
MTPND009_20090511,20.12999916,260,0.186000004,0.140000001,70,6.889999866,9.25,"Brown, blue, turbid",6.400000095,79.19999695,1,40.25497055,0.667061687,,,7.203999996,0.629999995,40.25,0.189999998,0.059999999,0.600000024,0.090000004,0.720000029
MTPND009_20090709,13.97000027,499,0.409999996,0.310000002,5.599999905,0.540000021,7.510000229,,17.60000038,35,1,116.6872025,1.037292004,,,23.80204964,7.472907066,108.9199982,0.300000012,0.100000001,0.939999998,0.289999992,7.769999981
MTPND010_20090511,22.79000092,276,0.187000006,0.140000001,,,7.559999943,"brown, humic",1.789999962,120,1,72.73171234,0.764380217,,,13.83500004,2.691239119,69.56999969,0.419999987,0.140000001,0.629999995,0.469999999,3.160000086
MTPND010_20090709,17.92000008,292,0.219999999,0.159999996,37.90000153,3.599999905,7.949999809,,4.949999809,120,1,53.94477081,0.894298375,,,11.89799976,4.283664227,49.65999985,0.25,0.079999998,0.810000002,0.090000004,4.28000021
MTPND011_20080713,,,,,,,,,,,,96.40000153,1.080000043,,,,,,,,,,
MTPND011_20100521,10.10000038,240,0.217999995,0.159999996,24,2.400000095,,Clear,1.789999962,62.79999924,1,29.52000046,1.019999981,pH probe not working,,6.369999886,4.429999828,,,,,,
MTPND012_20100521,11.18999958,164,0.144999996,0.109999999,61,6.619999886,,Turbid,60.29999924,11.69999981,1,101.9899979,3,pH probe not working,,10.36999989,23.42000008,,,,,,
MTPND013_20100521,12.53999996,230,0.195999995,0.150000006,63.29999924,6.75,,Brown,33.09999847,13.10000038,1,76.06999969,2.75,pH probe not working,,11.47000027,11.64000034,,,,,,
MTPND014_20100521,17,244,0.187000006,0.140000001,89,8.159999847,,Green,3.970000029,110.5999985,1,30.29999924,1.029999971,,,5.050000191,2.640000105,,,,,,
MTPND014_20100804,22.97999954,3.349999905,0.225999996,0.170000002,11.32999992,132.3999939,10.22000027,Clear,1.649999976,120,1,123.2300034,5.809999943,Secchi depth is greather than 120,,14.55000019,15.10000038,,,,,,
MTPND016_20090527,20.09000015,698,0.5,0.379999995,128.1999969,11.69999981,9.829999924,,3.609999895,108.0999985,1,,,,,,,,,,,,
MTPND016_20090709,20.35000038,1082,0.771000028,0.589999974,143.1999969,12.71000004,9.359999657,"brown, turbid",14.80000019,47,1,219.7516937,6.169691086,"water level very low, d/c too muddy to seine",,29.11700058,50.47581863,168.5299988,13.03999996,4.349999905,1.820000052,0.75,51.22999954
MTPND016_20100722,,,,,,,,,,,,45.99000168,0.99000001,,,7.079999924,6.989999771,,,,,,
MTPND022_20090527,16.45000076,1466,1.139000058,0.889999986,103.0999985,9.739999771,8.729999542,Humic,2.339999914,120,1,86.71987152,0.726038575,,,14.68799973,4.061461926,82.29000092,0.899999976,0.300000012,0.430000007,0.370000005,4.429999828
MTPND022_20090709,20.03000069,2632,1.883999944,1.50999999,34.79999924,3.220000029,7.949999809,browngreen,22.5,31,1,104.5283966,1.031936049,,,20.14800072,5.698355198,98.19000244,1.649999976,0.550000012,0.479999989,0.639999986,6.329999924
MTPND025_20090511,20.84000015,108,0.075999998,0.050000001,97.5,8.520000458,8.100000381,"brown, clowdy, turbid",6.110000134,82.40000153,1,32.69440079,0.581132591,,,6.206892967,3.034261942,29.54000092,0.670000017,0.219999999,0.360000014,0.119999997,3.150000095
MTPND026_20090511,19.09000015,2336,0.172999993,0.129999995,72.69999695,7.639999866,8.840000153,Blue,1.179999948,120,1,53.23434067,0.461677492,clear water,,12.75806046,2.213227034,50.93000031,0.400000006,0.129999995,0.330000013,0.090000004,2.309999943
MTPND027_20100521,16.30999947,286,0.223000005,0.159999996,63.90000153,6.269999981,,Green,10.94999981,21.89999962,1,37.52000046,0.479999989,pH probe not working,,7.690000057,0.629999995,,,,,,
MTPND031_20100521,15.46000004,115,0.090999998,0.07,59.79999924,6,,,25.70000076,96.59999847,1,38.54000092,0.469999999,no water color listed,,7.519999981,1.49000001,,,,,,
MTPND06B_20100521,15.77999973,558,0.441000015,0.330000013,84.5,8.390000343,,Green,9.569999695,120,1,32.75,0.540000021,,,6.690000057,1.429999948,,,,,,
MT-TOOLM_20070718,12.43000031,434,0.282000005,0.209999993,124.3000031,13.26000023,7.369999886,Brown,,,,,,,,,,,,,,,
MT-TOOLM_20100726,20.21999931,456,0.326000005,0.239999995,74.40000153,6.71999979,7.159999847,,,,1,210.1799927,0.860000014,,,49.13000107,8.739999771,,,,,,
MUD02_20100520,15.81999969,1048,0.827000022,0.639999986,6.300000191,0.610000014,,Brown,4.400000095,,1,111.9599991,2.970000029,,,20.78000069,11.02000046,,,,,,
MUD03_20090622,15.61999989,201,0.158999994,0.119999997,19,1.830000043,7.519999981,"turbid, muddy brown",540,4,1,148.8399048,67.68257141,,,31.13599968,1.618376017,146.8600006,172.6799927,57.56000137,10.11999989,0.360000014,1.980000019
MUD04_20090622,21.23999977,401,0.280999988,0.209999993,58.5,5.150000095,7.5,"brown, turbid",21.10000038,30.20000076,1,53.53115082,21.3824501,,,10.39299965,7.736471176,44.90999985,54.90999985,18.29999924,3.079999924,0.889999986,8.619999886
MUD05_20100520,16.56999969,113,0.086999997,0.059999999,53,5,,Turbid,24.10000038,,1,107.1800003,30.03000069,,,18.90999985,21.79000092,,,,,,
MUD07_20090622,20.01000023,2201,1.580000043,1.25999999,43.20000076,3.900000095,7.550000191,"brown, slightly humic",14.69999981,49,1,92.54131317,32.16569138,,,14.90799999,11.53532982,79.84999847,90.94999695,30.31999969,1.850000024,1.159999967,12.68999958
MUD102_20100702,20.35000038,553,0.393999994,0.289999992,106.8000031,9.090000153,9.390000343,Brown,6.03000021,59.09999847,1,89.43000031,2.150000095,,,26.96999931,3.5,,,,,,
MUD105_20100702,19.44000053,234,0.170000002,0.119999997,181,15.5,9.93999958,Humic/Turbid,27.20000076,23.20000076,1,62.99000168,2.890000105,,,10.09000015,8.229999542,,,,,,
MUD11_20100520,17.89999962,1422,1.072000027,0.839999974,50.40000153,4.71999979,,,2.420000076,120,1,74.40000153,9.489999771,,,16.45000076,2.650000095,,,,,,
MUD115_20090604,21.15999985,290,0.202999994,0.150000006,150.6000061,13.39000034,10.32999992,"green, turbid",11.60000038,43.40000153,1,54.80123901,1.601343036,,,11.84599972,2.563920021,51.88000107,1.269999981,0.419999987,1.179999948,0.360000014,2.920000076
MUD115_20090730,20.45000076,311,0.222000003,0.159999996,90,8.119999886,10.15999985,"clear, slightly humic",1.220000029,119,1,89.31439972,1.491889,,,17.78100014,3.677037954,85.08999634,1.899999976,0.629999995,0.860000014,0.540000021,4.21999979
MUD117_20090604,20.76000023,349,0.246999994,0.180000007,91.09999847,8.149999619,8.090000153,Clear,4.130000114,80.80000305,1,49.45016098,1.714341044,obvious burm,,8.854999542,1.999042988,47.24000168,1.139999986,0.379999995,1.340000033,0.209999993,2.210000038
MUD119_20090604,17.68000031,405,0.305999994,0.230000004,79.09999847,7.550000191,10.14000034,,4.679999828,58.59999847,1,80.90606689,3.008975029,,,21.48200035,2.774287939,77.76000214,7.679999828,2.559999943,0.449999988,0.370000005,3.150000095
MUD120_20090604,21.11000061,406,0.284999996,0.209999993,102.5999985,9.109999657,7.920000076,Clear,6.739999771,114.0999985,1,26.5582695,0.416478306,,,5.387000084,1.891952038,24.46999931,0.280000001,0.090000004,0.319999993,0.189999998,2.079999924
MUD122_20100702,16.93000031,577,0.442999989,0.330000013,20.20000076,1.950000048,7.130000114,Humic,15.30000019,18.89999962,1,97.98000336,6.590000153,,,13.11999989,16.27000046,,,,,,
MUD124_20090604,19.80999947,472,0.340999991,0.25,111.1999969,10.07999992,7.789999962,,18.29999924,37.29999924,1,76.18105316,8.497449875,"cattle have chewed up the shoreline, obvious burm",,15.00500011,5.67585516,70.16999817,12.14000034,4.050000191,4.449999809,0.340000004,6.010000229
MUD17_20090622,22.28000069,238,1.64199996,1.309999943,82.40000153,7.210000038,8.119999886,Clear,17.10000038,119,1,60.73004913,5.985664845,smells funny - lot of decomp going on,,12.89400005,3.069958925,57.29999924,14.18000031,4.730000019,1.25999999,0.360000014,3.430000067
MUD17_20100520,12.93999958,1125,0.948000014,0.104000002,16.60000038,1.620000005,,Green,1.950000048,,1,57.84999847,7.230000019,,,14.35999966,5.769999981,,,,,,
MUD20_20100520,18.70000076,2124,1.572999954,1.25,46,4.21999979,,Brown,23.10000038,,1,108.4400024,15.23999977,,,20.90999985,7.679999828,,,,,,
MUD20_20100721,21,5158,3.665999889,3.069999933,60,5.699999809,8.510000229,Humic,7.860000134,23,1,371.0700073,44.36000061,,,73.62999725,5.349999905,,,,,,
MUD20_20110531,18.29000092,3417,2.546999931,2.079999924,87.59999847,8.170000076,8.069999695,Brown,17.10000038,15.25,1,135.1186981,3.954796076,,,22.03525925,0.469999999,,,,,,
MUD20_20110725,18.12000084,5423,4.052999973,3.410000086,37.70000076,3.49000001,9.680000305,Brown,120,57.5,1,,,,,,,,,,,,
MUD21_20150609,,,,,,,,,74.59999847,,,246.9335938,231.8634949,,,57.82870102,4.602651119,,,,,,
MUD22_20100628,21.81999969,210,0.144999996,0.109999999,67.30000305,5.889999866,8.949999809,Clear,3,120,1,98.08999634,3.029999971,,,15.47000027,9,,,,,,
MUD22_20130530,18.59000015,381,0.282000005,0.209999993,50.90000153,4.71999979,7.320000172,Clear,11.10000038,61,1,53.03188705,1.480402946,,,11.14156055,0.379999995,,,,,,
MUD22_20130709,,,,,,,8.43999958,,42.70000076,25,,,,YSI broken,,,,,,,,,
MUD22_20140702,22.75,505.5,0.35800001,241,,,8.43500042,Clear,10.07999992,42,,94.89311218,1.504530787,,,19.51019287,1.156449199,,,,,,
MUD22_20140730,26.10000038,543.5,0.384000003,262,,,8.135000229,Clear,19.29999924,27,,,,,,,,,,,,,
MUD22_20150623,19.70000076,369,262,17.70000076,,,8.369999886,"Brown, Light",32.59999847,17,,100.3979034,1.153494,,,92.00787354,4.700429916,,,,,,
MUD22_20150817,23.70000076,386,265,17.79999924,,,8.909999847,"Brown, Light",19.60000038,13,,,,,,,,,,,,,
MUD23_20100628,22.48999977,117,0.078000002,0.059999999,96.09999847,8.18999958,8.210000038,turbid/humic,33.59999847,19.20000076,1,61.75999832,1.600000024,,,12.27000046,1.110000014,,,,,,
MUD23_20100720,20.38999939,148,0.103,0.07,109.5999985,10,8.050000191,Turbid,53.5,34,1,79.88999939,3.00999999,,,14.69999981,7.769999981,,,,,,
MUD23_20130530,16.93000031,151,0.115999997,0.079999998,77.40000153,7.489999771,9.659999847,Green,322,9.75,1,99.79715729,2.610194921,,,23.73389244,11.40356922,,,,,,
MUD23_20130807,15.69999981,277,0.218999997,0.159999996,74.30000305,7.340000153,7.159999847,,30.10000038,32,1,,,ysi held sideways,,,,,,,,,
MUD23_20140625,22,188.0500031,0.134499997,91.19999695,,,7.775000095,"Brown, Light",,15,,96.89453888,7.487745762,,,17.1782589,11.74270535,,,,,,
MUD23_20140731,21.45000076,245.5,0.175500005,118.5,,,7.630000114,"Brown, Light",128,15,,,,,,,,,,,,,
MUD23_20150623,22.5,140.8000031,104,7.139999866,,,,"Green, Light",37.70000076,50,,75.0094223,,PH WAS ENTERED AS 2 SOMETHING-- NO WAY. DELETED BY DAIN,,16.50124931,1.469349027,,,,,,
MUD23_20150817,20.89999962,251,177,11.89999962,,,8.329999924,"Yellow, Light",15.5,60,,,,,,,,,,,,,
MUD26_20090622,21.72999954,1377,0.957000017,0.74000001,88.19999695,7.699999809,8.539999962,"Brown, turbid",224,10,1,87.91747284,12.65254974,"water really low, PSRE tads, 1 Plano",,16.60899925,4.640635967,83.12999725,30,10,2.650000095,0.150000006,4.789999962
MUD31_20090622,18.71999931,475,7.350999832,0.25999999,88.69999695,8.199999809,9.239999771,clear-brown,7.420000076,75,1,137.6746979,26.45121956,"eutrophic- lots of submerge veg + algal blooms, no obvious inlet - water run off- main source",,25.55900002,9.995843887,127.4599991,62.95000076,20.97999954,5.46999979,0.219999999,10.22000027
MUD31_20090730,17.22999954,565,0.430999994,0.319999993,70,6.690000057,9.659999847,,2.890000105,119,1,176.2014008,5.243106842,,,33.95100021,5.333714008,170.1799927,10.14999962,3.380000114,1.860000014,0.680000007,6.019999981
MUD31_20130513,19.37999916,503,0.367000014,0.270000011,180.3999939,16.39999962,8.979999542,Clear,5.190000057,100,1,96.11432648,10.36826897,,,20.50361443,0.900456131,,,,,,
MUD31_20130709,,,,,,,10.80000019,,10.40999985,23.79999924,1,,,YSI broken,,,,,,,,,
MUD31_20140618,20.85000038,1334,0.944999993,667.5,,,9.925000191,"Green, Light",5.760000229,58,,,,,,,,,,,,,
MUD31_20140728,21.54999924,1683.5,1.195000052,847.5,,,9.609999657,Clear,9.670000076,40,,,,,,,,,,,,,
MUD31_20150622,20.89999962,651,463,31.60000038,,,9.340000153,"Brown, Light",,60,,137.6634979,32.82168961,,,31.47105026,3.428668022,,,,,,
MUD31_20150818,21.39999962,940,665,45.79999924,,,10.52000046,"Yellow, Light",2.50999999,60,,,,,,,,,,,,,
MUD31_20160628,24.79999924,337,238,162,,,7.769999981,"Yellow, Light",10.22000027,45,,,,,,,,,,,,,
MUD31_20160801,24.70000076,391,276,187,,,9.630000114,"Brown, Light",4.639999866,,,,,,,,,,,,,,
MUD31_20170605,22.39999962,334,238,161,,,7.599999905,Clear,1.850000024,60,,,,,2,,,,,,,,
MUD31_20170807,23.29999924,495,351,238,,,10.27999973,Clear,1.75999999,60,,,,,2,,,,,,,,
MUD34_20100520,16.11000061,601,0.469999999,0.360000014,72,7.019999981,,Brown,3.869999886,,1,88.37000275,45.20000076,,,14.03999996,12.65999985,,,,,,
MUD34_20100721,18.25,189,0.588999987,0.449999988,32,2.829999924,8.680000305,Clear,2.390000105,120,1,93.44000244,31.19000053,,,14.93000031,2.960000038,,,,,,
MUD34_20110531,15.34000015,552,0.49000001,0.330000013,69.5,6.960000038,9.270000458,Clear,2.430000067,120,1,37.30582047,15.34284019,,,5.499723911,1.213704944,,,,,,
MUD34_20110725,19.79999924,0.824999988,0.59799999,0.449999988,20.29999924,1.830000043,8.329999924,Clear,3.089999914,34.5,1,,,,,,,,,,,,
MUD35_20100628,26.10000038,301,0.191,0.140000001,97,7.800000191,7.690000057,Turbid,17.20000076,26,1,104.6900024,3.019999981,,,21.92000008,1.440000057,,,,,,
MUD35_20100720,19.55999947,339,0.246999994,0.180000007,85.5,7.769999981,7.730000019,Humic,7.900000095,63.90000153,1,138.5099945,2.920000076,,,26.32999992,4.25,,,,,,
MUD35_20140625,20.54999924,246.5,0.175999999,119,,,8.18500042,"Brown, Light",,10,,78.13418579,18.35934639,,,14.47285938,3.186047077,,,,,,
MUD35_20140731,23.04999924,357.5,0.25150001,169.5,,,8.154999733,"Yellow, Light",52.09999847,24,,,,,,,,,,,,,
MUD36_20100628,24.53000069,155,0.103,0.07,96,8.069999695,7.5,Turbid,75.90000153,14.80000019,1,107.5599976,3.289999962,,,21.82999992,1.110000014,,,,,,
MUD36_20140625,26.10000038,361.5,0.261000007,179,,,8.354999542,"Brown, Dark",712,1,,,33.74904251,,,80,,,,,,,
MUD36_20140731,,,,,,,,,,,,,,,,,,,,,,,
MUD37_20100628,16.01000023,197,0.153999999,0.109999999,10.80000019,1.080000043,6.869999886,Humic,20.29999924,27.79999924,1,110.4199982,9.210000038,,,19.52000046,3.279999971,,,,,,
MUD37_20130530,12.64000034,272,2.309999943,0.170000002,3.809999943,3.920000076,6.53000021,Brown,20.10000038,52,1,41.78646088,41.11872864,,,9.229759216,4.054458141,,,,,,
MUD37_20130807,14.30000019,325,0.263000011,0.200000003,24.39999962,2.480000019,7.5,Clear,13.80000019,52,1,,,,,,,,,,,,
MUD39_20100517,15.81999969,62,0.048999999,0.029999999,78.30000305,7.690000057,,Brown,42.09999847,,1,283.480011,7.590000153,,,6.389999866,54.84999847,,,,,,
MUD39_20130606,18.30999947,156,0.115999997,0.079999998,68.19999695,6.289999962,7.489999771,Brown,89.30000305,10.19999981,1,247.6042786,7.885848045,,,51.08119965,15.17724895,,,,,,
MUD39_20130806,17.89999962,219,0.165000007,0.119999997,84,7.960000038,8.119999886,,104.9000015,8.5,1,,,,,,,,,,,,
MUD39_20140619,18.45000076,221,0.156000003,105.5,,,7.394999981,Yelllow,55.79999924,9,,328.5002136,20.4189682,,,99.11083984,21.85552979,,,,,,
MUD39_20140730,19.70000076,308,0.214499995,144,,,8.289999962,Brown,554,2,,,,,,,,,,,,,
MUD39_20150630,22.20000076,455,327,21.89999962,,,7.730000019,Brown,309,3,,452.677002,50.3307991,,,91.90503693,14.21452045,,,,,,
MUD39_20150730,,,,,,,,Clear,,,,,,,,,,,,,,,
MUD39_20160621,22.10000038,155.6999969,111,27.89999962,,,7.269999981,"Brown, Light",64.69999695,12,,113.4540787,16.14015007,,,43.59797287,,,,,,,
MUD39_20160808,,,,,,,,,73.30000305,,,,,,,,,,,,,,
MUD39_20170619,30.29999924,91,85.40000153,59.5,,,9.090000153,Brown,156,8,,,,,2,,,,,,,,
MUD39_20170717,25.20000076,126,90,62,,,9.789999962,Brown,75,8,,,,,2,,,,,,,,
MUD39_20180612,30.29999924,138.6000061,100,72.09999847,,,9.279999733,"Brown, Light",63.20000076,7,,,,,,,,,,,,,
MUD39_20180701,22.79999924,193.6000061,128,87.30000305,,,7.579999924,"Yellow, Light",41.09999847,11,,,,,,,,,,,,,
MUD39_20190514,,186,133,105,,,7.800000191,"Yellow, light",22.39999962,20,,,,,,,,,,,,,
MUD39_20190624,28.20000076,112.0999985,79.80000305,57.79999924,,,9.220000267,"Yellow, light",39.09999847,12,,,,,,,,,,,,,
MUD40_20100628,21.04000092,172,0.120999999,0.090000004,144.1000061,12.81000042,9.670000076,Green,111,2,1,351.3299866,8.260000229,,,28.54999924,142.6499939,,,,,,
MUD40_20130606,18.97999954,240,0.175999999,0.129999995,68,6.28000021,8.329999924,Brown,34,16,1,141.5263672,3.933541059,,,26.29876328,15.43449688,,,,,,
MUD40_20130806,19.17000008,348,0.254000008,0.189999998,157,14.48999977,8.970000267,,10.07999992,50.75,,,,LOTS OF ALGEA GROWTH,,,,,,,,,
MUD40_20140619,22.60000038,293.5,0.207000002,140,,,9.159999847,"Yellow, Light",19.39999962,8,,,,,,,,,,,,,
MUD40_20140730,22.95000076,371.5,0.262499988,177.5,,,7.909999847,"Brown, Light",143,10,,,,,,,,,,,,,
MUD40_20150630,21.5,568,394,27.20000076,,,8.56000042,"Brown, Light",20.29999924,22,,212.037796,7.608864784,,,48.39152908,3.046540022,,,,,,
MUD40_20150730,,,,,,,,Clear,,,,,,,,,,,,,,,
MUD40_20160621,24.39999962,263,186,127,,,7.260000229,"Brown, Light",26.5,12,,77.23802185,1.417140603,,,30.46630669,,,,,,,
MUD40_20160808,22.20000076,361,255,173,,,9.399999619,"Brown, Light",9.710000038,,,,,,,,,,,,,,
MUD40_20170619,27.5,289,205,140,,,7.630000114,"Brown, Light",8.119999886,39,,,,,2,,,,,,,,
MUD40_20170706,26.10000038,387,275,180,,,8.239999771,Brown,7.519999981,25,,,,,2,,,,,,,,
MUD40_20180612,27.29999924,148,217,148,,,8.760000229,"Brown, Light",13.80000019,17,,,,,,,,,,,,,
MUD40_20180701,23.29999924,359,251,170,,,8.850000381,"Brown, Light",28.20000076,6,,,,,,,,,,,,,
MUD40_20190514,,408,290,245,,,7.809999943,"Brown, light",76.90000153,22,,,,,,,,,,,,,
MUD40_20190624,29.39999962,249,178,122,,,8.489999771,"Brown, light",39.70000076,8,,,,,,,,,,,,,
MUD41_20100517,17.77000046,145,0.108999997,0.079999998,55,5.190000057,,Turbid,2.609999895,,1,51.27999878,4.670000076,,,11.10000038,4.070000172,,,,,,
MUD41_20100720,20.40999985,193,0.136999995,0.100000001,47.5,4.28000021,7.579999924,Turbid,33.90000153,19.79999924,1,79.33999634,3.910000086,,,13.60999966,7.679999828,,,,,,
MUD41_20110530,18.70999908,186,0.136000007,0.100000001,81.90000153,7.659999847,8.229999542,Turbid,23.89999962,39.20000076,1,45.68635178,3.179177046,,,8.380943298,0.825664222,,,,,,
MUD41_20110801,21.32999992,240,0.167999998,0.119999997,104.9000015,9.270000458,9.550000191,Brown,20.60000038,22.75,1,,,,,,,,,,,,
MUD41_20130606,18.92000008,182,0.134000003,0.100000001,69,6.420000076,10.09000015,Clear,25.10000038,72,1,96.2257309,5.787659645,,,18.53277206,3.930327654,,,,,,
MUD41_20130806,17.35000038,255,0.196999997,0.140000001,3.529999971,3.359999895,8.880000114,,27.5,38.5,1,,,,,,,,,,,,
MUD41_20140619,23.45000076,241.5,0.167999998,5855.5,,,8.289999962,Yelllow,9.180000305,28,,115.2274933,6.617944717,,,30.38554382,1.043655515,,,,,,
MUD41_20140730,27.70000076,477,0.337500006,229,,,8.515000343,Brown,567,2.700000048,,,,,,,,,,,,,
MUD41_20150630,27.79999924,298,201,13.5,,,8.380000114,"Brown, Light",37.40000153,12.5,,110.7128983,3.420804024,,,25.28087044,2.25238204,,,,,,
MUD41_20150730,23.79999924,354,246,16.70000076,,,9.25,Brown,11.5,60,,,,,,,,,,,,,
MUD41_20160621,25.89999962,242,172,118,,,7.199999809,"Brown, Light",46.79999924,21,,61.0332756,7.828638077,,,24.10548401,,,,,,,
MUD41_20160808,,,,,,,,,,,,,,,,,,,,,,,
MUD41_20170619,26.10000038,221,158,108,,,8.449999809,"Green, Light",24.10000038,38,,,,,2,,,,,,,,
MUD41_20170717,24.39999962,262,185,122,,,8.600000381,Clear,8.430000305,44,,,,,2,,,,,,,,
MUD41_20180612,26.89999962,267,189,129,,,7.909999847,"Yellow, Light",8.109999657,25,,,,,,,,,,,,,
MUD41_20180701,23.20000076,298,209,141,,,7.21999979,"Yellow, Light",24.20000076,9,,,,,,,,,,,,,
MUD41_20190527,17.89999962,203,145,99.80000305,,,7.110000134,Clear,5.550000191,60,,,,,,,,,,,,,
MUD41_20190717,22,252,179,121,,,8.300000191,"Brown, light",13.10000038,19,,,,,,,,,,,,,
MUD46_20100628,21.52000046,105,0.072999999,0.050000001,59,5.170000076,7.599999905,Humic,2.880000114,120,1,79.5,1.519999981,,,16.27000046,5.550000191,,,,,,
MUD46_20100720,19.27000046,104,0.075999998,0.050000001,51,4.690000057,7.670000076,Humic,3.970000029,83.90000153,1,75.26999664,2.609999895,,,16.51000023,2.450000048,,,,,,
MUD46_20130612,16.25,95,0.074000001,0.050000001,38.79999924,3.809999943,9.800000191,,8.93999958,83.09999847,1,70.50779724,1.426019788,,,16.73666763,2.568352699,,,,,,
MUD46_20130807,15.64999962,103,0.081,0.059999999,23,2.269999981,9.510000229,,7.210000038,70,1,,,,,,,,,,,,
MUD46_20140625,18.5,105.1999969,0.733500004,51.45000076,,,8.145000458,"Yellow, Light",41.20000076,18,,79.23501587,1.797792912,,,18.97571564,4.651087284,,,,,,
MUD46_20140730,29.64999962,147.3999939,0.107500002,73.44999695,,,8.085000038,"Yellow, Light",233,27,,,,,,,,,,,,,
MUD46_20150609,19.60000038,132.5,93.69999695,6.429999828,,,7.840000153,Clear,20.79999924,60,,74.52996063,1.816288948,,,19.53375053,0.7618891,,,,,,
MUD46_20150817,22.5,175.3000031,122,8.619999886,,,8.159999847,"Brown, Light",15.19999981,15,,,,,,,,,,,,,
MUD46_20160621,18.5,127,92.69999695,63.5,,,6.53000021,"Green, Light",54.79999924,13,,60.57003403,3.051319599,,,21.71321297,,,,,,,
MUD46_20160808,20.70000076,181.3999939,122,86.40000153,,,7.820000172,"Brown, Light",8.619999886,,,,,,,,,,,,,,
MUD46_20170619,21.20000076,209,147,100,,,6.900000095,Clear,3.170000076,30,,,,,2,,,,,,,,
MUD46_20170717,19.20000076,284,201,130,,,7.019999981,Brown,4.46999979,13,,,,,2,,,,,,,,
MUD57_20090518,19.47999954,532,0.386000007,0.289999992,83.19999695,7.619999886,8.329999924,green-brown,100.8000031,11.39999962,1,104.875,1.80796802,,,18.77099991,7.353622913,96.75,0.330000013,0.109999999,1.700000048,0.769999981,8.119999886
MUD59_20090518,19.84000015,585,0.421000004,0.319999993,107.9000015,9.789999962,7.980000019,,8.210000038,75.40000153,1,34.28334045,4.661973953,,,7.281000137,2.784382105,31.29999924,6.590000153,2.200000048,2.470000029,0.200000003,2.99000001
MUD62_20090518,20,105,0.074000001,0.050000001,73.59999847,6.590000153,7.21999979,humic- teacolored,0.949999988,50.20000076,1,125.3619003,10.89624023,,,21.88100052,9.171051979,115.8700027,21.65999985,7.21999979,3.680000067,0.319999993,9.489999771
MUD67_20150730,,,,,,,,,,,,,,,,,,,,,,,
MUD70_20090518,22.79000092,152,0.103,0.07,76.69999695,6.579999924,7.380000114,"brown, turbid",32.29999924,25,1,75.89160919,6.821850777,,,15.06299973,5.925734997,69.62999725,12.68999958,4.230000019,2.589999914,0.340000004,6.269999981
MUD70_20130522,17.03000069,246,0.187999994,0.140000001,86.09999847,8.31000042,8.770000458,Brown,79.59999847,9.5,1,128.2533875,9.375839233,,,25.18754578,6.408183098,,,,,,
MUD70_20130730,16.81999969,242,0.263000011,0.200000003,57.29999924,5.559999943,7.010000229,Humic,189,7,1,,,,,,,,,,,,
MUD70_20140619,28.25,279,0.203500003,141,,,10.47000027,Green,88.5,4,,,,,,,,,,,,,
MUD70_20140716,24.5,382,0.271499991,185,,,8.234999657,"Brown, Dark",2407,1,,,,,,,,,,,,,
MUD70_20150708,23.89999962,323,2.279999971,15.5,,,9.010000229,"Brown, Light",,11.39999962,,135.2203064,5.139021873,,,33.77585983,3.641818047,,,,,,
MUD70_20160609,20.39999962,178.8000031,127,86.5,,,8.029999733,"Brown, Light",20.29999924,35,,59.78131485,0.830605924,,,28.04553604,,,,,,,
MUD74_20090608,23.14999962,1036,0.697000027,0.529999971,90.59999847,7.730000019,7.420000076,Greenish-brown,5.599999905,48.59999847,1,52.96166992,18.89325905,"lots of vegetation, algae",,13.97500038,0.629999995,52.65999985,45.74000168,15.25,3.650000095,0.300000012,0.300000012
