AssmtCode,PondArea (m),Perimeter (m),MaxDepth (m),TrophicState,ShoreVeg_Pct,Juncus_Pct,Typha_Pct,Bullrush_Pct,Other_Pct,LandUsage,OpenWater_Pct,CanopyCov_Pct,Tree Measure,Length,Width,WetlandNotes,Tree Method,M or F,Dry
HERONGCP_20130619,498.8999939,78,2,eutrophic,100,100,,,,recr/graze,40,0,2,15,10,,Num of Trees within 50 ft,m,
HERONGCP_20140510,0,0,0,,,,,,,,,,,,,,,,Y
HERONGCP_20150604,448.3999939,82,1,Mesotrophic,0,,,,,Grazing;Recreat,100,0,3,,,,,,N
HERONGCP_20150723,0,0,0,Mesotrophic,0,,,,,Grazing;Recreat,0,0,2,,,,,,Y
HERONGCP_20160516,,,2,Eutrophic,5,100,0,,0,Grazing;Recreat,100,0,1,,,,,,N
HERONGCP_20160808,242,66,0.5,Mesotrophic,50,100,0,,0,Grazing,100,0,1,,,,,,N
HERONGCP_20170622,824,150,1.25,Mesotrophic,15,100,0,,0,Grazing;Recreat,75,0,2,,,,,,N
HERONGCP_20170712,795,140,1.25,Mesotrophic,5,100,0,,0,Grazing;Recreat,60,0,0,,,,,,N
HERONGCP_20180614,710,113,1.799999952,Eutrophic,10,100,0,,0,,96,0,0,,,,,,NO
HERONGCP_20180717,564,99,1,Eutrophic,0,0,0,,0,,100,0,0,,,,,,NO
HERONGCP_20190612,800,125,1.5,Eutrophic,65,100,0,,0,,90,0,1,,,,,,FALS
HERONGCP_20190716,745,110,1.25,Eutrophic,30,100,0,,0,,25,0,0,,,,,,FALS
Hidden_20090509,937.0999756,,1,eutrophic,100,100,0,0,0,graze,85,25,41,,,,Num of Trees within 50 ft,m,
Hidden_20090713,589.2999878,151,1,mesotrophic,95,100,0,0,0,graze,75,5,30,50,25,"permanent, artiicial",Distance to Treeline (ft),m,
Hidden_20100625,1118.400024,208,3,mesotrophic,95,100,0,0,0,graze,75,15,28,75,20,,Num of Trees within 50 ft,m,
Hidden_20100806,,,3,mesotrophic,65,100,0,0,0,graze,65,30,15,50,25,,Num of Trees within 50 ft,m,
Hidden_20110517,1526.099976,158,2,mesotrophic,95,100,0,0,0,graze,80,10,11,60,20,"open water: 10% juncus, 10% unknown emerg veg",Num of Trees within 50 ft,m,
Hidden_20110727,920.5,139,2,mesotrophic,90,90,0,0,0,graze,70,5,30,100,50,,Num of Trees within 50 ft,ft,
Hidden_20120527,1189.800049,133,3,eutrophic,95,100,,,,graze,80,2,49,30,30,pond greater than 3m deep,Num of Trees within 50 ft,m,
Hidden_20120725,922.039978,133,2,eutrophic,90,100,0,0,0,ag,95,,,,,some data missing,,,
Hidden_20130514,1281,161,2,mesotrophic,90,100,,,,graze,90,10,14,7,7,lots of malformation in PSRE tadpoles,Num of Trees within 50 ft,,
Hidden_20130701,348.2999878,254,2.200000048,eutrophic,85,100,,,,graze,85,15,50,,,,Num of Trees within 50 ft,,
Hidden_20140602,,161,3.25,Mesotrophic,95,100,0,,0,Grazing,100,10,21,,,,,,N
Hidden_20140714,1532.5,154,2.700000048,Mesotrophic,95,100,0,,0,Grazing,85,5,8,,,,,,N
HIDDEN_20140802,,,,,,,,,,,,,,,,,,,
Hidden_20150602,1232.800049,141,3.5,Eutrophic,95,100,0,,0,Grazing,95,5,45,,,,,,N
Hidden_20150712,546.2000122,102,2.5,Eutrophic,90,100,0,,0,Grazing,75,5,15,,,,,,N
HIDDEN_20150819,,,,,,,,,,,,,,,,,,,N
Hidden_20160718,961.8300171,154,2.5,Mesotrophic,60,100,0,,0,Grazing,100,0,14,,,,,,N
Hidden_20170710,1279,178,3,Eutrophic,95,100,0,,0,Grazing,,7,13,,,,,,N
Hidden_20180709,1103,194,2.75,Mesotrophic,95,100,0,,0,,100,30,20,,,,,,NO
HIDDEN_20190715,142,121,2.5,Eutrophic,95,90,0,,10,,90,0,18,,,,,,FALS
Higel1_20100809,2165.199951,0.189999998,2.5,mesotrophic,90,50,10,,40,recr,95,5,7,60,50,,Num of Trees within 50 ft,m,
Higel2_20100809,7578.899902,450.616333,3,mesotrophic,60,50,5,,45,recr,90,1,2,110,80,,Num of Trees within 50 ft,m,
Higel3_20100809,166.8999939,45.41999817,2,mesotrophic,100,100,0,,0,recr,95,0,0,10,7,,Num of Trees within 50 ft,m,
HMA01_20160817,,,,Mesotrophic,0,,,,,Grazing;Refuge;,0,0,,,,,,,N
HMA01_20170703,,,2,Mesotrophic,100,0,0,,100,,40,2,50,,,area and perm not taken,,,N
HMA01_20170723,39688,803,1,Mesotrophic,100,100,0,,0,,25,0,50,,,,,,N
HMA01_20170815,,,1,Mesotrophic,100,100,0,,0,,75,0,0,,,,,,N
HMA01_20170921,,,,Mesotrophic,,,,,,,,,0,,,,,,N
HMA02_20160817,,,,Mesotrophic,100,100,0,0,0,Refuge;Recreati,100,0,,,,,,,N
HMA02_20170611,,,3,Mesotrophic,100,0,0,,100,,60,10,50,,,,,,N
HMA02_20170703,9369.700195,445,2,Mesotrophic,100,0,0,,100,,70,0,100,,,,,,N
HMA02_20170723,7879.600098,458,2,Mesotrophic,100,100,0,,0,,10,0,75,,,,,,N
HMA02_20170815,,,2,Mesotrophic,100,100,0,,0,,5,0,0,,,,,,N
HMA02_20170921,,,,Mesotrophic,,,,,,,,,0,,,,,,N
HMDSP_20100701,611.0999756,98,1.5,dystrophic,100,70,0,0,30,refuge,90,10,14,40,15,open water: 10% juncus,Num of Trees within 50 ft,m,
Horse_20070604,318,,2,mesotrophic,70,,,,,graze,80,,21,,,,Num trees within 50 m,,
Horse_20100617,513.352478,178.9170074,5,mesotrophic,100,15,65,,20,suburb,65,15,12,40,15,,Num of Trees within 50 ft,m,
Horse_20100712,516.9000244,193.1210022,2,mesotrophic,100,10,55,0,35,ag/graze,60,15,8,60,30,,Num of Trees within 50 ft,m,
Horse_20100802,447.2000122,156.3600006,7.5,mesotrophic,80,10,80,,10,ag/graze,60,15,12,60,20,,Num of Trees within 50 ft,m,
Horse_20110617,520,,1.5,mesotrophic,80,40,60,,,graze,95,10,7,20,10,,Num of Trees within 50 ft,m,
Horse_20110722,192.8000031,56,2,mesotrophic,70,0,50,,,graze/suburb,100,100,10,12,8,,Num of Trees within 50 ft,m,
HouseCL_20090603,2528.100098,199,1,mesotrophic,15,100,0,0,0,recr,95,0,1,50,40,,Num of Trees within 50 ft,m,
HouseCL_20090728,1425,146,0.5,mesotrophic,0,0,0,0,0,recr/graze,20,0,1,40,30,"permanent, orig.: artificial, burm",Num of Trees within 50 ft,m,
humic_20070604,,,2,,95,,,,,private,95,20,,,,"Distance to tree line = 50m, mean diameter=10-15m",,,
humic_20070702,,,,,,,10,,,,,,,,,,,,
humic_20100610,296.2000122,77.11000061,2.5,mesotrophic,55,5,15,,80,suburb,95,45,32,30,15,,Num of Trees within 50 ft,m,
humic_20100712,218.1000061,76.50479889,2,mesotrophic,40,80,0,,20,suburb,80,15,16,40,20,,Num of Trees within 50 ft,m,
humic_20100802,84.90000153,36.88000107,1,mesotrophic,5,0,100,,0,suburb,100,30,18,10,8,,Num of Trees within 50 ft,m,
humic_20110615,349,109,1.5,mesotrophic,98,,20,,80,graze,98,8,14,30,10,Private property with mowed trail along western side of pond.,Num of Trees within 50 ft,m,
humic_20110803,,,1.5,mesotrophic,100,,,,,ag/graze,99,50,20,40,15,,Num of Trees within 50 ft,m,
HYFLDCL_20090603,239.8000031,103,1,mesotrophic,100,0,40,60,0,recr,30,0,3,100,25,walked inside edge,Num of Trees within 50 ft,m,
HYFLDCL_20090728,119.9000015,89,1,mesotrophic,100,0,60,40,0,recr/graze,,0,6,55,15,"permanent, orig.: artificial, burm; distance from inside the veg.",Num of Trees within 50 ft,m,
I10LV_20090520,730.0999756,118,2,mesotrophic,5,0,0,0,100,graze,80,0,4,35,20,Jeff says about 10' lower than ever seen before,Num of Trees within 50 ft,m,
I2LV_20090520,1810,298,0.63499999,mesotrophic,70,35,50,0,15,graze,80,10,30,60,20,"permanent, artificial, burm, water dist.",Num of Trees within 50 ft,m,
I2LV_20090716,2154.899902,290,1,mesotrophic,40,0,100,0,0,recr/graze,65,10,20,100,35,"permanent, artificial, burm",Num of Trees within 50 ft,m,
I4LV_20090520,509.7999878,126,2,mesotrophic,85,85,10,5,0,graze,70,0,5,20,15,"permanent, artificial, burm, water distr.",Num of Trees within 50 ft,m,
I5-03_20100616,1277.300049,225.3000031,1,mesotrophic,100,10,50,,40,suburb,5,0,5,60,30,,Num of Trees within 50 ft,m,
I5-03_20100719,1359.5,209.2147217,0,mesotrophic,100,10,80,,10,suburb,0,0,,40,30,,Num of Trees within 50 ft,m,N
I5-03_20100730,1337.260742,193.1212769,0,Site Dry,100,0,95,,5,suburb,0,0,30,40,30,,Num of Trees within 50 ft,m,N
I5-03_20100804,1546.599976,209.2147217,0,mesotrophic,100,10,90,,0,suburb,0,5,1,60,40,,Num of Trees within 50 ft,m,N
I5-03_20100816,1713.099976,209.2147217,0,Site Dry,100,0,100,,0,suburb,0,2,1,40,20,,Num of Trees within 50 ft,m,N
I5-03_20100909,1714.5,209.2147217,0,Site is dry,100,0,100,0,0,suburb,0,2,1,40,15,,Num of Trees within 50 ft,m,N
I5-09_20100616,7687.600098,402.3359985,0,Site Dry,0,0,0,,0,,0,0,2,0,0,,Num of Trees within 50 ft,m,N
I5-09_20100715,7687.600098,402.2999878,0,Site Dry,0,0,0,0,100,recr,0,30,2,0,0,"Site was dry, no identifialble shoreline",Num of Trees within 50 ft,m,Y
I5-09_20100730,1115.800049,160.9344025,0,Site Dry,100,15,0,,0,recr,0,0,5,25,25,,Num of Trees within 50 ft,m,N
I5-09_20100804,5795.700195,321.8688049,0,mesotrophic,0,0,0,0,100,recr,0,0,6,60,40,No Shoreline site is dry,Num of Trees within 50 ft,m,Y
I5-09_20100816,7947.899902,354.0556946,0,Site Dry,0,0,0,0,0,recr,0,5,4,40,30,,Num of Trees within 50 ft,m,N
I5-24_20100617,705.1989746,207.8730011,2.5,mesotrophic,100,45,10,,45,recr,40,20,17,40,20,,Num of Trees within 50 ft,m,
I5-24_20100715,705.1989746,207.8999939,0,Site dry,100,5,15,,80,recr,0,50,25,20,30,,Num of Trees within 50 ft,m,N
I5-24_20100730,385,149.0500031,0,Site Dry,100,5,5,,90,recr,0,35,35,15,5,,Num of Trees within 50 ft,m,N
I5-24_20100804,390.2999878,109.4199982,0,Site dry,100,10,20,,70,recr,0,30,21,40,30,,Num of Trees within 50 ft,m,N
I5-24_20100816,475.3999939,100.5800018,0,Site dry,0,15,15,,70,recr,0,10,17,40,30,No Shoreline site is dry. % vegetation is based on entire site,Num of Trees within 50 ft,m,Y
I5-24_20100909,484.5,103.3300018,0,Site Dry,0,10,15,,75,recr,0,15,19,40,35,"No shoreline site is dry, percent vegetation is based on entire site.",Num of Trees within 50 ft,m,Y
I8LV_20090520,905,143,2,mesotrophic,90,0,0,0,100,graze,85,8,25,,,water district,Num of Trees within 50 ft,m,
ImScdPR_20090617,1683.800049,120,3,mesotrophic,5,0,0,0,100,graze,80,0,0,35,25,"permanent, artificial",Num of Trees within 50 ft,m,
ImScdPR_20090727,1294.800049,130,1,mesotrophic,0,0,0,0,0,recr/graze,60,0,0,40,40,"permaent, artificial, burm",Num of Trees within 50 ft,m,
IN-BOKKA_20140617,,,,,,,,,,,,,,,,,,,
IN-BOKKA_20140625,,,,,,,,,,,,,,,,,,,
J3LV_20090520,975.2000122,173,6.099999905,mesotrophic,45,50,0,0,50,,95,10,50,30,30,"permanent, artificial",Num of Trees within 50 ft,m,
J4-02_20100617,23632,1094.353027,0.300000012,mesotrophic,0,5,5,,90,recr,2,3,100,300,150,Site is an open field and has no shoreline. typha and juncus % for entire site,Num of Trees within 50 ft,m,
J4-02_20100715,23632,1094.400024,1,mesotrophic,100,40,10,,50,recr,2,3,100,100,100,Site is an open field and has no shoreline. typha and juncus % for entire site,Num of Trees within 50 ft,m,
J4-02_20100730,73920.65625,0.870000005,2,mesotrophic,10,5,15,,80,recr,5,5,45,100,100,,Num of Trees within 50 ft,m,
J4-02_20100804,23632,1078.260498,1,mesotrophic,10,5,5,,90,recr,2,3,100,300,105,,Num of Trees within 50 ft,m,
J4-02_20100816,32904,933.4194946,1,mesotrophic,0,20,20,,60,recr,10,5,50,300,100,"% vegetation based off of amount found in the open field, no real shoreline",Num of Trees within 50 ft,m,
J4-02_20100909,32986,981.6998291,1,mesotrophic,0,30,15,,55,recr,10,2,50,300,200,,Num of Trees within 50 ft,m,
J4-02_20110715,403,71,6,mesotrophic,0,,0,,,other,100,0,4,10,20,,Num of Trees within 50 ft,m,
J4-02_20110809,403,71,2,mesotrophic,0,0,0,,,other,100,0,4,8,20,,Num of Trees within 50 ft,m,
Jewel_20080519,24710,,1.5,,,0,0,,,graze,100,,0,80,50,,Num of Trees in 100 m radius,m,
Jewel_20080619,,,0.600000024,eutrophic,0,0,0,,,graze,100,,0,50,50,,Num of Trees in 100 m radius,m,
Jewel_20100611,32500,869.039978,2,mesotrophic,65,100,0,,0,graze,90,0,0,130,120,,Num of Trees within 50 ft,m,
Jewel_20100716,31405,740.2982178,1.5,mesotrophic,80,70,0,,30,graze,100,0,0,150,140,,Num of Trees within 50 ft,m,
Jewel_20100818,28720,675.9244995,1.5,mesotrophic,70,90,,,10,graze,98,0,0,140,120,,Num of Trees within 50 ft,m,
Jewel_20110620,24152,596,2,mesotrophic,0,0,0,,,graze,100,0,0,90,70,,Num of Trees within 50 ft,m,
Jewel_20110729,24185,606,1.399999976,eutrophic,0,0,0,0,0,graze,80,0,0,100,100,,Num of Trees within 50 ft,m,
Jump_20100624,20935,708.1110229,3.5,mesotrophic,100,20,70,,10,ag,90,2,7,150,130,,Num of Trees within 50 ft,m,
JuncBOR_20180525,18.69000053,20,0.25,Mesotrophic,90,100,0,,0,,33,0,0,,,,,,NO
KAMM_20100524,1584.5,198,,eutrophic,70,100,0,0,0,recr/graze,55,10,18,25,60,,Num of Trees within 50 ft,m,
KAMM_20100714,928.2999878,135,1,dystrophic,98,100,0,0,0,recr/graze,40,0,25,60,35,"open water: 10% juncus, 5% floating vegetation",Num of Trees within 50 ft,m,
KAMM_20110606,1824,173,2,mesotrophic,100,30,0,0,0,recr/graze,70,0,11,,,,Num of Trees within 50 ft,,
KAMM_20110731,1811.900024,166,2,eutrophic,95,95,0,0,0,recr/graze,80,0,31,120,30,,Num of Trees within 50 ft,ft,
KAMM_20140520,,58,0.200000003,Mesotrophic,0,,,,,Grazing;Recreat,100,0,30,,,,,,N
KAMM_20140626,0,0,0,Mesotrophic,0,,,,,Grazing;Recreat,0,,3,,,,,,Y
KAMM_20150622,333,83,0.200000003,Eutrophic,5,100,0,,0,Grazing;Recreat,60,5,30,,,,,,N
KAMM_20150723,170.9700012,61,0.100000001,Eutrophic,0,,,,,Grazing,0,0,10,,,,,,N
KAMM_20160516,1624.5,192,2,Mesotrophic,100,100,0,,0,Grazing;Recreat,100,0,1,,,,,,N
KAMM_20160714,729.5900269,137,1,Mesotrophic,30,100,0,,0,Agriculture;Rec,100,0,5,,,,,,N
KAMM_20170525,2499,218,2.25,Mesotrophic,10,100,0,,0,Grazing;Recreat,95,0,10,,,,,,N
KAMM_20170712,1548,182,2,Mesotrophic,100,100,0,,0,Grazing,100,5,25,,,,,,N
KAMM_20170803,,,,,,,,,,,,,,,,,,,
KAMM_20180515,1146,158,1.600000024,Mesotrophic,75,100,0,,0,,90,5,23,,,,,,NO
KAMM_20180620,968,139,1,Mesotrophic,20,100,0,,0,,100,0,1,,,,,,NO
KAMM_20190515,1849,189,2.099999905,Mesotrophic,90,100,0,,0,,80,0,12,,,,,,FALS
KAMM_20190718,1372.300049,175,1.5,Mesotrophic,20,100,0,,0,,90,0,5,,,,,,FALS
KIDNGCP_20100621,163.8999939,64,0.5,mesotrophic,0,0,0,0,0,recr/graze,100,20,60,15,10,,Num of Trees within 50 ft,m,
KIDNGCP_20100716,154,93,0.25,mesotrophic,0,0,0,0,0,recr/graze,100,0,60,20,7,,Num of Trees within 50 ft,m,
Lake1_20100701,250.8000031,81.99120331,0.5,eutrophic,100,5,0,,95,graze,75,0,0,30,10,,Num of Trees within 50 ft,m,
LA-WMA_20140829,,,,,,,,,,,,,,,,,,,
LCBOR_20090526,165.1999969,86,2,mesotrophic,0,0,0,0,0,refuge,100,60,13,10,20,"Very humic, lots of decaying leaves",Num of Trees within 50 ft,m,
LGCRN_20100525,1695.099976,141,2.5,eutrophic,0,0,0,0,0,recr/graze,100,0,0,45,35,,Num of Trees within 50 ft,m,
Lily_20100615,6736.799805,370.1489868,3,mesotrophic,100,20,70,,10,suburb,95,15,14,100,90,,Num of Trees within 50 ft,m,
Lily_20110603,6887,402,1.799999952,mesotrophic,80,,100,,,suburb,90,0,38,100,30,surrounded by housing development. Pond probably stocked with fish.,Num of Trees within 50 ft,m,
Lily_20110811,,,2,eutrophic,80,0,100,,0,suburb,95,0,25,100,60,,Num of Trees within 50 ft,m,
LKFCRN_20100525,397.7999878,75,2,mesotrophic,0,0,0,0,0,recr/graze,100,4,11,25,15,,Num of Trees within 50 ft,m,
LLA01_20160818,,,0.5,Mesotrophic,100,100,0,,0,Refuge;Recreati,75,0,,,,,,,N
LLA02_20160818,,,,Mesotrophic,0,,,,,,0,0,,,,,,,Y
LLA03_20160818,,,1,Mesotrophic,75,0,0,,100,Refuge;Recreati,100,0,,,,,,,N
LLTNC_20100630,1124.199951,179,2.5,eutrophic,100,70,20,0,10,refuge,5,0,8,60,25,,Num of Trees within 50 ft,m,
LLTNC_20100713,1634.199951,292,2,eutrophic,100,80,20,0,0,refuge,0,0,5,50,25,"open water: 15% juncus, 15% typha, 15% grass, 55% duckweed",Num of Trees within 50 ft,m,N
LLTNC_20110622,1207.400024,192,2,mesotrophic,100,30,20,0,10,recr/graze,60,20,7,200,75,,Num of Trees within 50 ft,ft,
LLTNC_20110815,,,2,mesotrophic,100,75,25,0,0,graze,50,25,5,75,150,GPS not working,Num of Trees within 50 ft,ft,
LTCRACK_20150713,327.6000061,60,0.300000012,Eutrophic,100,0,100,,0,Grazing;Recreat,50,0,2,,,,,,N
M1LV_20090618,1613.699951,160,1,eutrophic,0,0,0,0,0,refuge/graze,100,0,1,40,50,"permanent, artificial, burm",Num of Trees within 50 ft,m,
Meadow1_20100713,1192.099976,289.6809998,2.5,mesotrophic,100,30,60,,10,graze,85,0,0,150,30,,Num of Trees within 50 ft,m,
Meadow2_20100713,847.5,289.6809998,2.5,mesotrophic,100,70,5,,25,graze,100,0,0,160,20,,Num of Trees within 50 ft,m,
MHDLV_20100618,111.3000031,36,0.25,eutrophic,0,0,0,0,0,recr/graze,100,0,0,10,8,,Num of Trees within 50 ft,m,
MHomeSWA_20100813,6812,386.2425537,2,mesotrophic,100,30,0,,70,graze,95,2,0,110,50,,Num of Trees within 50 ft,m,
MLA01_20160815,1263.800049,249,2,Mesotrophic,95,0,0,,100,Refuge;Recreati,20,0,,,,,,,N
MLA02_20160815,526.0100098,162,0.75,Mesotrophic,100,0,0,,100,Refuge;Recreati,5,10,,,,,,,N
MLDTNC_20100630,1694.400024,186,4,mesotrophic,100,100,0,0,0,refuge,75,5,12,60,25,,Num of Trees within 50 ft,m,
MLDTNC_20100713,1818.800049,189,4,mesotrophic,100,100,0,0,0,refuge,85,5,18,65,35,"open water: 10% juncus, 5% floating vegetation",Num of Trees within 50 ft,m,
MLDTNC_20110622,1628.199951,200,2,mesotrophic,100,10,0,0,0,recr/graze,90,10,8,150,75,,Num of Trees within 50 ft,ft,
MLDTNC_20110815,,,2,mesotrophic,100,100,0,0,0,graze,90,25,11,100,50,GPS not working,Num of Trees within 50 ft,ft,
MNDZACL_20090603,4829.299805,518,1,mesotrophic,35,40,60,0,0,recr/graze,50,40,21,200,40,"permanent, orig.: artificial, burm; canopy covering up to 40% (in the evening)",Num of Trees within 50 ft,,
MN-EDP_20030817,,,,,,,,,,SUBURB,,,,,,"THICK VEG, POND ADJOINING RESIDENTIAL AREA",,,
MN-EDP_20030905,,,,,,,,,,,,,,,,,,,
MN-EDP_20040611,,,,,,,,,,,,,,,,Developed shoreline,,,
MN-EDP_20040626,,,,,,,,,,,,,,,,,,,
MN-EDP_20040709,,,,,,,,,,Agriculture,,,,,,Pond,,,
MN-EDP_20040710,,,,,,,,,,,,,,,,,,,
MN-EDP_20040723,,,,,,,,,,,,,,,,,,,
MN-EDP_20040803,,,,,,,,,,,,,,,,Pond,,,
MN-EDP_20040820,,,,,,,,,,,,,,,,,,,
MN-EDP_20040905,,,,,,,,,,,,,,,,,,,
MN-EDP_20040919,,,,,,,,,,,,,,,,,,,
MN-EDP_20041008,,,,,,,,,,,,,,,,,,,
MN-EDP_20050416,,,,,,,,,,,,,,,,"Pond, Permanent",,,
MN-EDP_20050514,,,,,,,,,,,,,,,,"Water level up, grass coming in",,,
MN-EDP_20050602,,,,,,,,,,,,,,,,"water levels up, grass much higher, pond nasty looking",,,
MN-EDP_20050619,,,,Eutrophic,,,,,,Urban,,,,,,"water level uip, canopy grass and arrowhead plants coming in",,,
MN-EDP_20050630,,,,Eutrophic,,,,,,,,,,,,"lots of arrohead and grasses, other macrophytes present in high quantity",,,
MN-EDP_20050708,,,,EUTROPHIC,,,,,,,,,,,,POND,,,
MN-EDP_20050718,,,,EUTROPHIC,,,,,,,,,,,,POND,,,
MN-EDP_20050809,,,,EUTROPHIC,,,,,,,,,,,,"high submerged macrophyte density, pond, permanent",,,
MN-EDP_20050824,,,,EUTROPHIC,,,,,,,,,,,,"Pond, very dense submerged macrophytes",,,
MN-EDP_20050924,,,,EUTROPHIC,,,,,,,,,,,,"High water level, felser bumerged macrophytes",,,
MN-EDP_20051023,,,,EUTROPHIC,,,,,,,,,,,,,,,
MN-EDP_20060423,,,,EUTROPHIC,,,,,,URBAN,,,,,,high water level,,,
MN-EDP_20060519,,,,EUTROPHIC,,,,,,URBAN,,,,,,"high water level, increased submerged and floating veg",,,
MN-EDP_20060602,,,,EUTROPHIC,,,,,,,,,,,,"high water, veg. emergent, submergent, shoreline, periphyton",,,
MN-EDP_20060614,,,,EUTROPHIC,,,,,,,50,,,,,"High water, duck weed covering 50% of surface",,,
MN-EDP_20060627,,,,,,,,,,,,,,,,Water level up to dock,,,
MN-EDP_20060712,,,,EUTROPHIC,,,,,,,,,,,,Water lowered - 1 ft below dock,,,
MN-EDP_20060727,,,,EUTROPHIC,,,,,,,,,,,,"LOTS OF DUCKWEED, WATER 1/2 METER BELOW DOCK",,,
MN-EDP_20060822,,,,EUTROPHIC,,,,,,,10,,,,,"WATER LEVEL 1/2 METER BELOW DOCK, LOTS OF DUCKWEED",,,
MN-EDP_20060916,,,,EUTROPHIC,,,,,,,80,,,,,"WATER 3/4 BELOW DOCK, DUCKWEED COVER 20%, CLEAR WATER",,,
MN-EDP_20070429,,,,,,,,,,Refuge,,,,,,"Shoreline vegetation, water color green/brown",,,
MN-EDP_20070515,,,,EUTROPHIC,,,,,,URBAN,,90,,,,"WATER 18 IN BELOW DOCK, DUCK WEED COVERS 10%",,,
MN-EDP_20070605,,,,,,,,,,,,60,,,,"water 2ft below dock, duckweed covers 40%, grass on shoreline tall - over 5 ft",,,
MN-EDP_20070620,,,,,,,,,,,,,,,,,,,
MN-EDP_20070701,,,,EUTROPHIC,,,,,,,,,,,,,,,
MN-EDP_20070722,,,,EUTROPHIC,,,,,,,,,,,,"POND, PERMANENT, WATER LEVEL 8 FT FROM EDGE OF DOCK, GRASS 6FT TALL",,,
MN-EDP_20070724,,,,,,,,,,,,,,,,,,,
MN-EDP_20070805,,,,EUTROPHIC,,,,,,,,,,,,,,,
MN-EDP_20070826,,,,EUTROPHIC,,,,,,,,,,,,,,,
MN-EDP_20100425,,,,,,,,,,,,,,,,Water levels much higher than in the fall,,,
MN-EDP_20100516,,,,,,,,,,,,,,,,High water level,,,
MN-EDP_20100531,,,,,,,,,,,,,,,,,,,
MN-EDP_20100620,,,,,,,,,,,,,,,,LOTS OF DUCK WEED ON SURFACE OF POND,,,
MN-EDP_20100627,,,,,,,,,,,,,,,,,,,
MN-EDP_20100726,,,,,,,,,,,,,,,,,,,
MN-EDP_20100815,,,,,,,,,,,,,,,,water levels up due to a lot of rain,,,
MN-EDP_20101003,,,,,,,,,,,,,,,,Very high water,,,
MN-EDP_20110507,,,,,,,,,,suburb,,,,,,,,,
MN-EDP_20110605,,,,,,,,,,,,,,,,Photo #'s: 0177-0181,,,
MN-EDP_20120325,,,2,,,,,,,suburb,,0,,,,PHOTOS SP1_1 - SP1_6,,,
MN-EDP_20120410,,,,,100,,,,,Suburb,,0,,,,pond,,,
MN-EDP_20120507,,,,,,,,,,,,,,,,Pond,,,
MN-EDP_20120520,,,,,,,,,,,,,,,,Duckweed starting to build up on western edge,,,
MN-EDP_20120604,,,,,,,,,,,,,,,,Pond,,,
MN-EDP_20120624,,,,,,,,,,,,,,,,"Pond, high water, lots of veg",,,
MN-EDP_20120708,,,,,,,,,,,,,,,,"Pond, water level down slightly",,,
MN-EDP_20120818,,,,,,,,,,,,,,,,"Pond, lowest water level all year, cooler weater recently 60-70 F",,,
MN-EDP_20120826,,,,,,,,,,other,,,,,,fence with water gap,,,
MN-EDP_20120916,,,,,,,,,,,,,,,,Pond,,,
MN-EDP_20130616,,,,,,,,,,,,,,,,Pond,,,
MN-EDP_20130721,,,,,,,,,,,,,,,,"Pond, very high water level",,,
MN-EDP_20130729,,,,,,,,,,,,,,,,Water down slightly,,,
MN-EDP_20140816,,,,,,,,,,,,,,,,,,,
MN-HIB_20140816,,,,,,,,,,,,,,,,,,,
MN-KIDIE_20100531,,,,Eutrophic,,,,,,Urban,,,,,,"Veg-emergent, submergent, shoreline",,,
mn-ney_20040611,,,,,,,,,,,,,,,,,,,
MN-NEY_20040905,,,,,,,,,,,,,,,,,,,
Monte1_20100810,15847,498.896637,1.5,mesotrophic,100,80,0,,20,refuge,100,5,3,120,90,,Num of Trees within 50 ft,m,
Monte2_20100810,38186,1062.166992,0.5,mesotrophic,100,50,50,,0,recr,80,0,0,190,150,,Num of Trees within 50 ft,m,
Monte3_20100810,12499,901.232666,1.5,mesotrophic,95,60,30,,10,recr,80,0,0,190,170,,Num of Trees within 50 ft,m,
Monte4_20100810,54115,1142.634277,1.5,mesotrophic,70,50,0,0,50,refuge,95,0,0,250,160,,Num of Trees within 50 ft,m,
Monte5_20100810,6222.399902,402.3359985,1,mesotrophic,80,100,0,,0,refuge,95,0,0,60,50,,Num of Trees within 50 ft,m,
MRCRN_20100525,816.7000122,113,3,eutrophic,100,0,70,0,30,recr/graze,60,0,9,30,30,,Num of Trees within 50 ft,m,
MT-BITB_19990805,278.7099915,,,Mesotrophic,80,,,,,Urban/Rec,,,,,,"Permanent, clear water, substrate sand (5%) and cobble (95%)",,m,
MT-HOUS3_20070717,,,0.5,EUTROPHIC,45,0,45,0,0,,,,20,,1.5,"DRIER THAN JETTE, FEWER TREES",,,
MT-J3700_20070717,,,0.800000012,MESOTROPHIC,100,30,5,,55,,45,54,200,10,50,NATURAL,,,
MT-JET_19980418,,,,,,,,,,,,,,,,,,,
MT-JET_19990409,,,,,,,,,,,,,,,,,,,
MT-JET_19990803,,,,Eutrophic,100,,,,30,Graze,,,,,,"Considerably dry, ponderosa forest, lots of duckweed",,,
MT-JET_20060726,,,,,,,,,,,,,,,,Notice all the vegetation growing along the shoreline now that the cattle fenced,,,
MT-JET_20070717,,,1,,100,2,5,,95,,,,,10,20,,,,
MT-JET_20080805,,,1,EUTROPHIC,,,,,,GRAZING,,,,,,,,M,
MT-JET_20100727,1075,,1.149999976,eutrophic,100,40,30,,,other,60,0,15,50,50,,Num of Trees in 100 m radius,m,
